Table name: cs3k_project_info Last updated: Apr 05, 2023 8:37 PM;;;;;;;;;;;;;;;;;;;;;;;;;
;RSP11043;;;;0;PAIRED;RSP11043;;;RSP11043;RSP11043;Hermaphrodite_ResearchSample2;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11050;;;;0;PAIRED;RSP11050;;;RSP11050;RSP11050;Hermaphrodite_ResearchSample2;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10593;;;;0;PAIRED;RSP10593;;;RSP10593;RSP10593;Kona Kush;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11051;;;;0;PAIRED;RSP11051;;;RSP11051;RSP11051;KYRG-11;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11052;;;;0;PAIRED;RSP11052;;;RSP11052;RSP11052;KYRG-151;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11053;;;;0;PAIRED;RSP11053;;;RSP11053;RSP11053;KYRG-21;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11054;;;;0;PAIRED;RSP11054;;;RSP11054;RSP11054;Kyrgyz Gold;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10152;;;;0;PAIRED;RSP10152;;;RSP10152;RSP10152;Land Race Jamaican #1;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10207;;;;0;PAIRED;RSP10207;;;RSP10207;RSP10207;Miche Nepal;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10394;;;;0;PAIRED;RSP10394;;;RSP10394;RSP10394;OG Kush X Bubba Kush;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10410;;;;0;PAIRED;RSP10410;;;RSP10410;RSP10410;OG Kush X Meadband X Master Kush;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10398;;;;0;PAIRED;RSP10398;;;RSP10398;RSP10398;OG Kush X Pure Kush;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10399;;;;0;PAIRED;RSP10399;;;RSP10399;RSP10399;OG Kush X Purple Bubblegum X C4;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10400;;;;0;PAIRED;RSP10400;;;RSP10400;RSP10400;OG Kush X San Fernando Monster;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10401;;;;0;PAIRED;RSP10401;;;RSP10401;RSP10401;OG Kush X Super Silver Haze;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10402;;;;0;PAIRED;RSP10402;;;RSP10402;RSP10402;Pure Kush X 808 OG Kush;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10414;;;;0;PAIRED;RSP10414;;;RSP10414;RSP10414;Purple Erkel X Girl Scout Cookies;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10409;;;;0;PAIRED;RSP10409;;;RSP10409;RSP10409;Purple Kush X Super Silver Haze;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10552;;;;0;PAIRED;RSP10552;;;RSP10552;RSP10552;RD-1907-SLP_06JAN2017;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11092;;;;0;PAIRED;RSP11092;;;RSP11092;RSP11092;RKM-2018-001;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11093;;;;0;PAIRED;RSP11093;;;RSP11093;RSP11093;RKM-2018-002;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11094;;;;0;PAIRED;RSP11094;;;RSP11094;RSP11094;RKM-2018-003;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11095;;;;0;PAIRED;RSP11095;;;RSP11095;RSP11095;RKM-2018-004;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11096;;;;0;PAIRED;RSP11096;;;RSP11096;RSP11096;RKM-2018-004;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11097;;;;0;PAIRED;RSP11097;;;RSP11097;RSP11097;RKM-2018-006;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11098;;;;0;PAIRED;RSP11098;;;RSP11098;RSP11098;RKM-2018-007;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11099;;;;0;PAIRED;RSP11099;;;RSP11099;RSP11099;RKM-2018-008;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11100;;;;0;PAIRED;RSP11100;;;RSP11100;RSP11100;RKM-2018-009;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11101;;;;0;PAIRED;RSP11101;;;RSP11101;RSP11101;RKM-2018-010;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11102;;;;0;PAIRED;RSP11102;;;RSP11102;RSP11102;RKM-2018-011;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11103;;;;0;PAIRED;RSP11103;;;RSP11103;RSP11103;RKM-2018-012;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11104;;;;0;PAIRED;RSP11104;;;RSP11104;RSP11104;RKM-2018-013;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11106;;;;0;PAIRED;RSP11106;;;RSP11106;RSP11106;RKM-2018-014;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11107;;;;0;PAIRED;RSP11107;;;RSP11107;RSP11107;RKM-2018-015;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11108;;;;0;PAIRED;RSP11108;;;RSP11108;RSP11108;RKM-2018-016;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11109;;;;0;PAIRED;RSP11109;;;RSP11109;RSP11109;RKM-2018-017;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11110;;;;0;PAIRED;RSP11110;;;RSP11110;RSP11110;RKM-2018-018;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11120;;;;0;PAIRED;RSP11120;;;RSP11120;RSP11120;RKM-2018-028;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11072;;;;0;PAIRED;RSP11072;;;RSP11072;RSP11072;SFVxTK;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10300;;;;0;PAIRED;RSP10300;;;RSP10300;RSP10300;Sleestack x Skunk;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10419;;;;0;PAIRED;RSP10419;;;RSP10419;RSP10419;Sour Diesel  X Unknown;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10403;;;;0;PAIRED;RSP10403;;;RSP10403;RSP10403;Sour Diesel X Unknown;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10215;;;;0;PAIRED;RSP10215;;;RSP10215;RSP10215;Sour Tsunami x Cataract Ku;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10418;;;;0;PAIRED;RSP10418;;;RSP10418;RSP10418;Special K X Chronic Kushberry;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10422;;;;0;PAIRED;RSP10422;;;RSP10422;RSP10422;Super Silver White Widow X C4;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10395;;;;0;PAIRED;RSP10395;;;RSP10395;RSP10395;Unknown;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10396;;;;0;PAIRED;RSP10396;;;RSP10396;RSP10396;Unknown;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10417;;;;0;PAIRED;RSP10417;;;RSP10417;RSP10417;Unknown;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10864;;;;0;PAIRED;RSP10864;;;RSP10864;RSP10864;USO 31;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10865;;;;0;PAIRED;RSP10865;;;RSP10865;RSP10865;USO 31;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10866;;;;0;PAIRED;RSP10866;;;RSP10866;RSP10866;USO 31;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10981;;;;0;PAIRED;RSP10981;;;RSP10981;RSP10981;USO 31;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10983;;;;0;PAIRED;RSP10983;;;RSP10983;RSP10983;USO 31;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10048;;;;0;PAIRED;RSP10048;;;RSP10048;RSP10048;USO31;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP10233;;;;0;PAIRED;RSP10233;;;RSP10233;RSP10233;USO31;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;RSP11029;;;;0;PAIRED;RSP11029;;;RSP11029;RSP11029;Young;;;;;;;;GENOMIC;;Cannabis sativa;;;Kannapedia
;SAMN05509018;;;;0;PAIRED;<not provided>;420;;SRR3996328;SRS1598712;GSM2258371;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509018;;;;0;PAIRED;<not provided>;212;;SRR3996329;SRS1598712;GSM2258371;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509018;;;;0;PAIRED;<not provided>;237;;SRR3996330;SRS1598712;GSM2258371;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509018;;;;0;PAIRED;<not provided>;205;;SRR3996331;SRS1598712;GSM2258371;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509018;;;;0;PAIRED;<not provided>;238;;SRR3996332;SRS1598712;GSM2258371;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509018;;;;0;PAIRED;<not provided>;272;;SRR3996333;SRS1598712;GSM2258371;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509017;;;;0;PAIRED;<not provided>;665;;SRR3996334;SRS1598713;GSM2258372;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509017;;;;0;PAIRED;<not provided>;339;;SRR3996335;SRS1598713;GSM2258372;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509017;;;;0;PAIRED;<not provided>;375;;SRR3996336;SRS1598713;GSM2258372;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509017;;;;0;PAIRED;<not provided>;324;;SRR3996337;SRS1598713;GSM2258372;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509017;;;;0;PAIRED;<not provided>;374;;SRR3996338;SRS1598713;GSM2258372;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509017;;;;0;PAIRED;<not provided>;429;;SRR3996339;SRS1598713;GSM2258372;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509016;;;;0;PAIRED;<not provided>;525;;SRR3996340;SRS1598714;GSM2258373;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509016;;;;0;PAIRED;<not provided>;265;;SRR3996341;SRS1598714;GSM2258373;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509016;;;;0;PAIRED;<not provided>;330;;SRR3996342;SRS1598714;GSM2258373;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509016;;;;0;PAIRED;<not provided>;312;;SRR3996343;SRS1598714;GSM2258373;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509016;;;;0;PAIRED;<not provided>;357;;SRR3996344;SRS1598714;GSM2258373;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509016;;;;0;PAIRED;<not provided>;387;;SRR3996345;SRS1598714;GSM2258373;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509015;;;;0;PAIRED;<not provided>;253;;SRR3996346;SRS1598715;GSM2258374;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509015;;;;0;PAIRED;<not provided>;335;;SRR3996347;SRS1598715;GSM2258374;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509015;;;;0;PAIRED;<not provided>;377;;SRR3996348;SRS1598715;GSM2258374;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509015;;;;0;PAIRED;<not provided>;322;;SRR3996349;SRS1598715;GSM2258374;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509015;;;;0;PAIRED;<not provided>;378;;SRR3996350;SRS1598715;GSM2258374;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509015;;;;0;PAIRED;<not provided>;431;;SRR3996351;SRS1598715;GSM2258374;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509013;;;;0;PAIRED;<not provided>;279;;SRR3996358;SRS1598716;GSM2258376;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509013;;;;0;PAIRED;<not provided>;264;;SRR3996359;SRS1598716;GSM2258376;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509013;;;;0;PAIRED;<not provided>;318;;SRR3996360;SRS1598716;GSM2258376;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509013;;;;0;PAIRED;<not provided>;276;;SRR3996361;SRS1598716;GSM2258376;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509013;;;;0;PAIRED;<not provided>;320;;SRR3996362;SRS1598716;GSM2258376;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509013;;;;0;PAIRED;<not provided>;364;;SRR3996363;SRS1598716;GSM2258376;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509014;;;;0;PAIRED;<not provided>;402;;SRR3996352;SRS1598717;GSM2258375;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509014;;;;0;PAIRED;<not provided>;216;;SRR3996353;SRS1598717;GSM2258375;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509014;;;;0;PAIRED;<not provided>;231;;SRR3996354;SRS1598717;GSM2258375;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509014;;;;0;PAIRED;<not provided>;210;;SRR3996355;SRS1598717;GSM2258375;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509014;;;;0;PAIRED;<not provided>;238;;SRR3996356;SRS1598717;GSM2258375;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509014;;;;0;PAIRED;<not provided>;265;;SRR3996357;SRS1598717;GSM2258375;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509024;;;;0;PAIRED;<not provided>;330;;SRR3996292;SRS1598708;GSM2258365;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509024;;;;0;PAIRED;<not provided>;172;;SRR3996293;SRS1598708;GSM2258365;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509024;;;;0;PAIRED;<not provided>;211;;SRR3996294;SRS1598708;GSM2258365;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509024;;;;0;PAIRED;<not provided>;205;;SRR3996295;SRS1598708;GSM2258365;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509024;;;;0;PAIRED;<not provided>;225;;SRR3996296;SRS1598708;GSM2258365;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509024;;;;0;PAIRED;<not provided>;245;;SRR3996297;SRS1598708;GSM2258365;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509023;;;;0;PAIRED;<not provided>;397;;SRR3996298;SRS1598706;GSM2258366;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509023;;;;0;PAIRED;<not provided>;202;;SRR3996299;SRS1598706;GSM2258366;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509023;;;;0;PAIRED;<not provided>;230;;SRR3996300;SRS1598706;GSM2258366;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509023;;;;0;PAIRED;<not provided>;203;;SRR3996301;SRS1598706;GSM2258366;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509023;;;;0;PAIRED;<not provided>;231;;SRR3996302;SRS1598706;GSM2258366;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509023;;;;0;PAIRED;<not provided>;264;;SRR3996303;SRS1598706;GSM2258366;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509022;;;;0;PAIRED;<not provided>;424;;SRR3996304;SRS1598707;GSM2258367;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509022;;;;0;PAIRED;<not provided>;234;;SRR3996305;SRS1598707;GSM2258367;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509022;;;;0;PAIRED;<not provided>;246;;SRR3996306;SRS1598707;GSM2258367;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509022;;;;0;PAIRED;<not provided>;222;;SRR3996307;SRS1598707;GSM2258367;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509022;;;;0;PAIRED;<not provided>;247;;SRR3996308;SRS1598707;GSM2258367;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509022;;;;0;PAIRED;<not provided>;279;;SRR3996309;SRS1598707;GSM2258367;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509021;;;;0;PAIRED;<not provided>;509;;SRR3996310;SRS1598709;GSM2258368;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509021;;;;0;PAIRED;<not provided>;255;;SRR3996311;SRS1598709;GSM2258368;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
;SAMN05509021;;;;0;PAIRED;<not provided>;286;;SRR3996312;SRS1598709;GSM2258368;;;;public;sra;;;TRANSCRIPTOMIC;;Cannabis sativa;;;SRP080857
